cell_id,centroid_y,centroid_x
1,28.850747219408824,35.10535455933524
2,29.707710737497614,70.28065033291153
3,36.537940978963526,102.70956450798485
4,37.20978707169379,580.7291018025008
5,37.45202714252607,682.6737408951731
6,28.403416688970538,1.1368007379909955
7,33.173325511569885,142.34047418586704
8,33.24212895937767,172.70947332617743
9,42.530567783519274,202.05868465745684
10,48.3552220380567,520.5305623044906
11,30.83651059692478,530.1258640231437
12,43.541962802376986,547.941153338433
13,26.48024957399709,637.6708375681172
14,28.979032394376155,722.5216461231511
15,28.5493082159724,933.4040551607098
16,27.247224882639063,990.8675968273765
17,40.97407673449092,846.9845630583133
18,48.52983357829124,18.187343204188068
19,58.51767690704283,152.30613676082072
20,60.56629458471888,811.8171120044423
21,55.56247645496611,702.2999081481312
22,61.75076518764996,91.19044541125447
23,54.470505899081516,647.4413075897083
24,49.812147363259214,1435.5812596180742
25,46.93174869216287,1484.5967634940432
26,62.114472944654565,629.742261406983
27,63.27116105285183,1573.8497185767856
28,59.14108133032763,126.5669581412451
29,56.57131832754841,1520.1978792541547
30,63.21597488263907,608.5238468273765
31,59.7212223763734,794.8549088574516
32,67.51953127994545,669.3072012044809
33,60.05451654930573,1019.1488468273765
34,66.73579420417299,1496.1159375353411
35,74.23580512955265,4.138738802685118
36,74.20824638801541,584.8908261401394
37,70.37052420236697,182.65118526275063
38,76.10945606543476,1005.6317097306023
39,69.61497850582748,986.7344446534635
40,73.03624137262729,1544.0007682054684
41,73.03015029056448,541.8461807434604
42,78.28409921703735,1469.7799370829675
43,86.36687320068188,1031.7649592126975
44,85.94709467430573,608.9183780773765
45,89.17170404930573,146.08439370237647
46,95.96604772646191,662.466227363507
47,87.57120447447579,532.079756691322
48,92.2315145001254,39.196862848240855
49,92.0491952369413,172.98432676230055
50,93.81328179320818,124.7504959404585
51,94.52680503531082,624.1743716365368
52,93.12121783329364,992.4527554376484
53,105.77323937539269,103.07792291433299
54,101.08018284059702,1026.2964631937427
55,96.8543121100534,1044.3039286030773
56,109.95516233315371,590.9229709366401
57,111.60876732570324,-2.0077913713812876
58,110.18699581470858,565.0154048842485
59,119.06434065110214,619.5668233742826
60,117.2609636213778,533.4850517823314
61,114.72070973112392,145.01750941478906
62,125.82892794603002,1534.2276400484866
63,119.95355018384389,75.68779428386911
64,112.50674869216287,1048.9658111130907
65,118.67859743165867,32.44235172933726
66,116.63099681246362,1006.8734166654331
67,116.90937347701657,1026.556602851473
68,130.4149785058275,954.7692272621591
69,133.31990516503947,578.0571770089196
70,137.54518085748185,99.9819836198293
71,127.92704944404257,1020.3248336694817
72,144.1116361490516,124.5171362174654
73,139.5607362094999,978.2262133322308
74,144.88738904513212,551.0853555919841
75,144.0254060721273,1699.3657814746794
76,145.1123181227323,149.3129639602436
77,155.9741068214422,62.77900015800198
78,147.21188005505286,19.033545103238538
79,148.44070213426394,1013.1083698078778
80,153.84284838383812,1641.2664277626284
81,148.32298245839664,1031.0550968273765
82,160.8998070422635,39.15720950343281
83,157.93918916835335,1062.3661087321384
84,156.0182148575764,1608.0729539702336
85,166.8333700769131,90.230710324309
86,163.7353798436201,1035.5387924795505
87,167.34678628614785,-6.392710190167385
88,167.5490628555156,15.69455078883258
89,167.11125997035836,1697.3708863010606
90,176.7261905846755,108.23717078236041
91,172.58623374199675,1617.2590004818614
92,176.5769350275666,169.32683595781126
93,177.47409864989746,566.377434105483
94,171.13504539545957,1585.0377891350688
95,193.50102544051913,137.83637297800408
96,188.5712876373253,27.738165287034178
97,183.5581223185365,1023.8766780239578
98,183.12109493913624,1629.8351815731392
99,186.08940968402075,994.7694750657186
100,198.5120320451735,1579.919766248864
101,200.50214456135393,1599.1614221285813
102,200.25575033893108,-1.5655804060529235
103,199.51473424593493,92.39975974872479
104,206.02409404151757,74.28523701429236
105,202.76783891772678,55.00378103790278
106,207.83565908713243,113.36888637345626
107,202.01369775085612,580.4184689203997
108,211.50967077008494,1608.4073695546492
109,213.18632744674161,25.56684896412861
110,215.77439879568254,175.09676349404313
111,214.5785594459847,571.8415359417676
112,212.2099441808847,1162.0353599852713
113,223.49501399828532,470.04030090900915
114,225.3691113295255,923.7213056185852
115,223.68511796440006,37.618776072659486
116,231.16820189413332,56.5163037239282
117,226.08203575734356,1896.2728864254852
118,232.1419988939385,86.71117027370417
119,226.24447894185587,539.4888360823908
120,223.96675716195395,-3.824843884085979
121,231.43337206878624,129.99178513906477
122,233.77017080047577,157.61808434687725
123,236.55700749133473,1685.8576330592605
124,229.88200895821262,19.4199753698866
125,235.00889154930573,109.55509682737647
126,242.24510776552194,517.2349616922413
127,245.64505593286736,1546.4951653205271
128,232.06475361827125,1431.6473382066868
129,242.06830331401162,-6.051520819682352
130,246.9519085809359,188.03350315341055
131,245.01246878507808,1568.474812274531
132,242.17012322085998,1607.108982457875
133,248.89334623440558,589.2403886860554
134,245.59715113632637,449.44337116365966
135,249.0472502119197,489.82371384865303
136,246.17064830606247,1163.3253670976467
137,254.58046582868488,91.1274360734962
138,245.1484421111035,1709.3233552543427
139,250.44955220996638,1872.7949616922413
140,255.12511714583502,221.27716841089057
141,261.5614033976469,71.4988172065234
142,252.38340374442768,1619.2319260956692
143,257.31036394194376,1643.6601581770697
144,257.9518031610908,131.86597204401426
145,256.5073126019373,1181.9511494589553
146,256.94945492958743,1425.152632038644
147,255.09798245839664,547.9800968273764
148,256.2816973047014,899.1639097770168
149,260.7142646836341,1912.0153846738583
150,255.18283094324514,29.91494531222496
151,262.71460583502005,107.97200158928123
152,260.5897214248244,424.8429598979159
153,257.9864963397249,1705.7564441327656
154,262.4843043933424,471.5172527906792
155,260.7526377728707,250.44369199353963
156,259.9384061124125,1385.555339545823
157,265.1898655752798,390.49503189231154
158,263.1078570665471,621.2346945285259
159,258.7605227549795,1592.2066925720574
160,267.9813798122165,23.073289315639386
161,266.82785258826675,1576.9846422819219
162,269.99167484950453,-3.4615532720271034
163,270.15275293544437,196.2097997976735
164,274.9701415493057,1888.7550968273765
165,274.1546773629358,584.3640328496296
166,271.8424032549914,1445.8565182320588
167,271.69133057369595,1530.594261930566
168,278.917392373029,644.3073620662562
169,277.64903140944557,457.09443249171215
170,273.04618597901396,508.548133962655
171,277.93647424650675,1414.8206820691069
172,276.67525518566936,1924.746763494043
173,278.57438537646624,44.548923987870296
174,280.2548989658694,143.53331067162864
175,270.5327939883301,1348.06424316884
176,274.2732220336362,1843.505595402875
177,271.24028043819465,334.4023190495987
178,277.91134052889754,85.97907641921321
179,273.96364883085914,900.1825240118425
180,280.15988966606653,229.93386330571923
181,284.4838555780827,1686.7171471870888
182,279.9019568759389,1563.3195440635575
183,282.18963366433354,301.588723914575
184,280.25331102496114,609.2409582505975
185,295.99560989555897,197.87841724081318
186,279.9516034137125,275.791113776529
187,284.07488760453253,411.1549488983824
188,280.8005194562825,1609.70335264133
189,284.1338190855376,438.4692272621591
190,288.0777318118878,1764.7309721008994
191,280.01442346419935,1800.5130755507807
192,288.01402967085266,490.9756769378737
193,291.75890918599003,1395.5456171095634
194,288.2677997378913,358.0566476958628
195,289.23401350052524,575.0886334127423
196,285.98089154930574,1206.5487634940432
197,287.0532593653977,1340.7232002756523
198,289.9034109767086,377.3472747414869
199,289.57650216877477,104.94779594242073
200,295.1485753437721,247.2344446534634
201,294.42859743165866,891.1506850626706
202,287.99990072361766,167.24202343288107
203,298.1125279129421,342.96464228192195
204,297.0116518398626,57.71217915183168
205,291.7444471048613,1657.158668255948
206,297.0551958971318,313.93281421868085
207,301.1402429006571,628.2309977282774
208,290.62114961382184,1503.3688065047959
209,291.8803948172796,858.7274824482915
210,299.4923615808515,16.34965518699792
211,303.1494863448448,265.2014722920605
212,306.4578335288279,568.8174688410284
213,297.12222488263905,1476.1628012298922
214,300.3210344064486,596.7658111130908
215,295.52270449894604,818.8869313597505
216,303.27975316810466,1200.6167809004835
217,307.75420074990905,1721.967804218025
218,302.541618822033,89.52282410010375
219,302.82639154930575,546.5050968273765
220,300.01111377152796,1937.3375042347839
221,308.74906224631854,452.6242646794391
222,301.05304249270193,776.15022261354
223,305.28889154930573,1367.6040098708547
224,303.5757767952074,-0.7256408775415579
225,313.0009806267182,149.18884550181974
226,309.6315311432144,1310.082381091336
227,305.36105649775936,1159.620818476861
228,301.74663802817895,1340.1413644330103
229,307.23462798341427,70.16653093590361
230,309.4109845725615,330.22660845528344
231,310.64990237963065,799.7965228201563
232,304.1888915493057,287.48723968451935
233,306.2953850557992,585.1508760481557
234,308.69091857633276,734.8388806111602
235,314.7614190218332,1182.55647045375
236,315.14878165919583,26.39163528891494
237,312.66389154930573,883.0875042347839
238,312.78150238674414,1631.2872396845194
239,311.30593700385117,1822.8107786455582
240,310.5025479369709,1923.4543259022664
241,317.07862997988923,296.1252678535334
242,313.0022910530278,397.044240747972
243,312.41446232556143,417.8890009369655
244,315.3088915493057,109.98343016070982
245,322.3125135965498,614.4248474835445
246,316.77062670912306,1248.8479050465546
247,314.4328706068974,1485.2337617488424
248,321.5910305867389,516.065569198143
