cell_id,area,perimeter,eccentricity,solidity,major_axis_length,minor_axis_length,orientation,centroid_y,centroid_x,roundness,pos_x_norm,pos_y_norm,axis_vec_x,axis_vec_y,x,y
1,233.0,58.62741699796952,0.8249811910471927,0.9628099173553719,23.204084667877677,13.114024777682026,1.4228954325364176,21.1931330472103,1003.0042918454935,0.8518522288443268,0.5148892668611363,0.010709011140581252,0.14736226972068805,0.9890825857645899,1003.0042918454935,21.1931330472103
2,482.0,117.94112549695427,0.9714255236560679,0.9198473282442748,53.036068228672406,12.587823599376366,1.396474802962433,26.95020746887967,1899.6908713692947,0.43543804004462744,0.975200652653642,0.013618093718483916,0.17343998408307704,0.9848444404682711,1899.6908713692947,26.95020746887967
3,44.0,23.31370849898476,0.7549429154652698,0.9565217391304348,9.379509498815674,6.150993327666553,1.1703463798223928,23.5,1918.0227272727273,1.017278384386991,0.984611256300168,0.011874684183931278,0.3898327314810952,0.9208856831691914,1918.0227272727273,23.5
4,775.0,117.94112549695429,0.8814008070633575,0.952088452088452,46.993096592008435,22.198089263965038,-1.4570404688369065,33.02451612903226,1486.4567741935484,0.7001337780800543,0.7630681592369345,0.016687476568485224,0.11351067568944972,-0.9935367766240586,1486.4567741935484,33.02451612903226
5,106.0,43.31370849898477,0.9310060212204375,0.9464285714285714,19.53385150588667,7.129930414591678,1.5315541209223065,27.556603773584907,1401.933962264151,0.7100108582560682,0.7196786253922747,0.013924509233746794,0.039232134804192804,0.9992301234443974,1401.933962264151,27.556603773584907
6,54.0,32.242640687119284,0.9637914731550983,0.9642857142857143,16.08804110835808,4.289990003317628,-1.5550463149885307,26.35185185185185,1424.7777777777778,0.6527432910899527,0.7314054300707279,0.013315741208616397,0.01574936064891547,-0.9998759711279946,1424.7777777777778,26.35185185185185
7,560.0,97.39696961966999,0.8905368423041939,0.9523809523809523,40.237305463937595,18.304397933164978,-0.9208794478707948,38.09107142857143,1212.7839285714285,0.7418344572359097,0.6225790187738339,0.019247635891142714,0.6051202323036246,-0.796134099544045,1212.7839285714285,38.09107142857143
8,255.0,61.698484809834994,0.7960560414608372,0.9479553903345725,23.466867827690574,14.2026861916129,-0.14402955132394685,36.286274509803924,1774.2470588235294,0.8417847368799698,0.9108044449812779,0.018335661702781163,0.9896456623937324,-0.14353209712559248,1774.2470588235294,36.286274509803924
9,232.0,58.52691193458118,0.6910481823109611,0.9243027888446215,20.568368089610168,14.866995299366193,1.1202991599086591,39.08620689655172,221.73706896551724,0.8511118338491969,0.1138280641506762,0.01975048352529142,0.4354131528186034,0.9002307406174062,221.73706896551724,39.08620689655172
10,179.0,52.284271247461895,0.8588964472241314,0.9623655913978495,21.289127825638932,10.903211652780639,0.7750770759243392,37.64804469273743,1940.1564245810057,0.8228501958423773,0.9959735239122206,0.019023771951863278,0.7143671006706226,0.6997711379297152,1940.1564245810057,37.64804469273743
