cell_id,area,perimeter,eccentricity,solidity,major_axis_length,minor_axis_length,orientation,centroid_y,centroid_x,roundness,pos_x_norm,pos_y_norm,axis_vec_x,axis_vec_y,x,y
1,308.0,68.52691193458118,0.7909501525556565,0.9476923076923077,25.730741796656275,15.744141466491449,0.963628981029412,8.272727272727273,70.57142857142857,0.8242107178671412,0.036339561571281445,0.004190844616376531,0.5705433854542176,0.8212674627150647,70.57142857142857,8.272727272727273
2,319.0,64.87005768508881,0.5474491309018681,0.9666666666666667,22.069565596467054,18.468672375474938,0.5822031015208163,9.25705329153605,127.04075235109718,0.9526030744620191,0.06541748318800061,0.004689490015975709,0.8352532685729869,0.5498654174778969,127.04075235109718,9.25705329153605
3,196.0,50.04163056034262,0.518886849774678,0.9655172413793104,17.172571569836947,14.679851418089026,0.19668518976498528,7.591836734693878,185.50510204081633,0.9835649199677516,0.09552270959877257,0.00384591526580237,0.980719743301697,0.19541951053631682,185.50510204081633,7.591836734693878
4,649.0,109.59797974644667,0.6762698960832184,0.921875,36.0881675968613,26.58449085579112,1.457573724302588,9.320493066255779,318.7349768875193,0.6789682455078742,0.1641271765641191,0.004721627693138692,0.11298085065904254,0.9935971655476675,318.7349768875193,9.320493066255779
5,171.0,60.970562748477136,0.9518774717106544,0.95,27.605771821509045,8.460584901831021,-1.4790327009875306,2.9941520467836256,362.60818713450294,0.578050215456699,0.1867189429116905,0.0015167943499410463,0.09163489645230713,-0.9957926720719403,362.60818713450294,2.9941520467836256
6,450.0,81.35533905932738,0.7130769705398392,0.9698275862068966,29.231082086677695,20.493495217135365,-1.0477305399238823,8.96,410.22444444444443,0.8543783976582666,0.21123812793225769,0.004539007092198582,0.4995383472248508,-0.8662917751265242,410.22444444444443,8.96
7,94.0,38.55634918610404,0.8619378666760724,0.94,15.835636328979387,8.028888033923991,1.455685645999579,2.797872340425532,468.4148936170213,0.7945951465091063,0.2412023139119574,0.0014173618745823365,0.1148566374153944,0.9933820779748488,468.4148936170213,2.797872340425532
8,90.0,37.72792206135785,0.8903278583508202,0.967741935483871,16.249646375854347,7.3987890279042805,1.4970123542103289,2.5444444444444443,506.1111111111111,0.7945598227047984,0.2606133424876988,0.0012889789485534165,0.0737170432302857,0.9972791973852579,506.1111111111111,2.5444444444444443
9,666.0,98.52691193458118,0.6834720529817433,0.9779735682819384,34.77544894529058,25.385266753470486,-1.5323046084599221,9.951951951951951,536.024024024024,0.8621331624645265,0.27601649022864266,0.005041515679813552,0.0384822140713457,-0.9992592852709287,536.024024024024,9.951951951951951
10,808.0,115.25483399593904,0.8332731159650789,0.9202733485193622,44.29974096861798,24.49162428749485,-1.295532160763795,13.75,617.7462871287129,0.764368754245175,0.3180979851332198,0.006965552178318136,0.2718011675230716,-0.9623534305716872,617.7462871287129,13.75
11,1092.0,125.49747468305833,0.3962654147136406,0.9646643109540636,39.09529734733787,35.89480006593728,1.2400745462189524,16.97069597069597,698.7774725274726,0.8712895970667978,0.35982362128088186,0.008597110420818628,0.3247257789152679,0.9458082091565247,698.7774725274726,16.97069597069597
12,429.0,85.698484809835,0.8578589693263017,0.9772209567198178,33.81477828580338,17.376913772271323,1.3440046840441302,6.806526806526806,794.7622377622378,0.7340419314619293,0.40924935003204826,0.003448088554471533,0.22485248590899964,0.9743928158502315,794.7622377622378,6.806526806526806
13,339.0,79.69848480983501,0.8923311274966289,0.9603399433427762,31.996280144697522,14.442525394572678,-1.550255107906466,5.489675516224189,888.377581120944,0.6706708529055078,0.45745498512921934,0.0027809906363851005,0.02053977438619383,-0.9997890365813001,888.377581120944,5.489675516224189
14,142.0,48.62741699796952,0.6647050942713514,0.9466666666666667,16.425017762734768,12.271226708995309,-1.005705655252329,5.661971830985915,965.3661971830986,0.7546330226355946,0.49709896868336695,0.0028682734706108994,0.5354923939613992,-0.8445400499736466,965.3661971830986,5.661971830985915
15,125.0,41.31370849898477,0.655501549693769,0.9328358208955224,14.662491818968332,11.073023329637065,0.10631778227598519,6.832,1015.912,0.9203044356679804,0.5231266735324408,0.003460992907801418,0.9943535862660239,0.10611760212093496,1015.912,6.832
16,217.0,62.18376618407356,0.884486365388031,0.8966942148760331,25.446303522799816,11.872381060763889,0.6605095616413768,12.603686635944701,655.3548387096774,0.7052052786236296,0.3374638716321717,0.006384846320134094,0.7896797081194875,0.6135193220953363,655.3548387096774,12.603686635944701
17,539.0,101.9827560572969,0.9097491814145258,0.8707592891760905,42.03675422339815,17.45190807180534,0.7033084143388411,22.37847866419295,282.038961038961,0.6512461070552292,0.1452311848810304,0.011336615331404737,0.7627066663122428,0.6467445718078081,282.038961038961,22.37847866419295
18,402.0,95.2842712474619,0.9479257828854485,0.9458823529411765,41.03618479718869,13.069667969708197,-1.5378786906105066,12.012437810945274,1040.7114427860697,0.5564081511465896,0.535896726460386,0.006085328171704799,0.032911691741718395,-0.9994582635341498,1040.7114427860697,12.012437810945274
