cell_id,area,perimeter,eccentricity,solidity,major_axis_length,minor_axis_length,orientation,centroid_y,centroid_x,roundness,pos_x_norm,pos_y_norm,axis_vec_x,axis_vec_y,x,y
1,1103.0,128.5685424949238,0.7506744938118776,0.9718061674008811,46.38983708319704,30.648477425697273,0.6833234030749434,17.796010879419764,235.68359020852222,0.8385248454844548,0.12136127199202998,0.009351555900903712,0.7754786957837556,0.6313737343171043,235.68359020852222,17.796010879419764
2,309.0,65.698484809835,0.7070832920062295,0.9507692307692308,23.686393516873952,16.749365833121633,1.459789117604275,7.9288025889967635,513.0647249190938,0.8996169637598088,0.2641939881148784,0.004166475348921053,0.11077936670143204,0.9938450240924033,513.0647249190938,7.9288025889967635
3,235.0,64.97056274847714,0.9320509698277614,0.9710743801652892,29.15079757899041,10.562126453572994,-1.5600395240613079,3.927659574468085,619.4340425531915,0.6995914116988516,0.3189670661962881,0.0020639304122270544,0.010756595291990497,-0.9999421461553285,619.4340425531915,3.927659574468085
4,253.0,71.21320343559643,0.9411495238236208,0.9768339768339769,31.678455587586143,10.707016842530287,1.5665980650947018,3.822134387351779,696.3557312252965,0.6269159804646208,0.3585765866247665,0.002008478395875869,0.004198249367531161,0.9999911873122923,696.3557312252965,3.822134387351779
5,658.0,95.01219330881975,0.42600724685976016,0.982089552238806,30.972899699080095,28.021794065387237,-1.1001526171025855,11.50759878419453,1033.9422492401216,0.9159611849887022,0.5324110449228227,0.00604708291339702,0.45346010265843406,-0.8912765762079706,1033.9422492401216,11.50759878419453
6,468.0,88.18376618407356,0.8477609836332111,0.9649484536082474,34.465948643646534,18.27999688743693,1.561298534646702,7.0747863247863245,1202.395299145299,0.7562727136439241,0.6191530891582384,0.0037177016945803072,0.009497649352611416,0.999954896311216,1202.395299145299,7.0747863247863245
7,612.0,90.76955262170047,0.6005155429264043,0.9807692307692307,31.451195012464257,25.14878701186521,1.5535306646322777,10.454248366013072,1554.9297385620914,0.9334281548485385,0.8006847263450522,0.0054935619369485406,0.017264804350864787,0.9998509521577336,1554.9297385620914,10.454248366013072
8,601.0,91.94112549695429,0.6649221413633511,0.9804241435562806,32.520092948742565,24.28966965584869,-1.4990289384339603,9.675540765391014,1893.3993344425958,0.8934385846974314,0.974973910629555,0.005084361936621658,0.07170579720808831,-0.9974258261378399,1893.3993344425958,9.675540765391014
9,943.0,131.1543289325507,0.9169761734140325,0.9681724845995893,55.1191133741595,21.989327809780736,0.2375595958670821,26.382820784729585,267.64369034994695,0.6889001787460288,0.13781858411428782,0.013863804931544712,0.9719151723128243,0.2353314637445085,267.64369034994695,26.382820784729585
10,22.0,14.48528137423857,0.8798554838349959,0.7857142857142857,8.120023945542775,3.8589710292775834,-1.2532555174818094,2.590909090909091,1085.909090909091,1.3175850953286932,0.5591704896545268,0.0013614866478765585,0.3122312608803094,-0.9500061261534539,1085.909090909091,2.590909090909091
