cell_id,area,perimeter,eccentricity,solidity,major_axis_length,minor_axis_length,orientation,centroid_y,centroid_x,roundness,pos_x_norm,pos_y_norm,axis_vec_x,axis_vec_y,x_norm,y_norm,patch_x,patch_y,patch_id,cluster_id,x,y
1,1093.0,130.66904755831212,0.8568904364582138,0.9706927175843695,52.08286619147479,26.848643257116073,-1.4793001485581923,11.991765782250686,365.5672461116194,0.8044231767852785,0.1275086313608718,0.00419732789018225,0.09136857084721402,-0.9958171439884622,0.1275086313608718,0.00419732789018225,0,0,"(0, 0)",3,365.5672461116194,11.991765782250686
2,324.0,74.2842712474619,0.8815159374927087,0.9788519637462235,30.43898292259991,14.371895673270496,1.5053772711590827,5.324074074074074,411.79938271604937,0.7378382064483134,0.14363424580259831,0.00186351910188102,0.06537240381173676,0.9978609366138527,0.14363424580259831,0.00186351910188102,0,0,"(0, 0)",3,411.79938271604937,5.324074074074074
3,368.0,74.62741699796952,0.7677316194635464,0.9658792650918635,27.665076889922087,17.726993793491086,1.5072570498104305,6.747282608695652,504.23097826086956,0.8303493738549313,0.17587407682625378,0.002361666996393298,0.06349653173188624,0.9979820591864473,0.17587407682625378,0.002361666996393298,0,0,"(0, 0)",3,504.23097826086956,6.747282608695652
4,936.0,116.22539674441617,0.7027232323223667,0.9699481865284975,41.07605050383393,29.22410335196126,-1.5583607457631918,14.129273504273504,561.4551282051282,0.8707302610724019,0.19583366871472904,0.004945493001145784,0.012435260520189896,-0.9999226791586413,0.19583366871472904,0.004945493001145784,0,0,"(0, 0)",3,561.4551282051282,14.129273504273504
5,463.0,81.94112549695429,0.6103133208011673,0.9726890756302521,27.878014772951076,22.083851435245283,-1.043366101712348,9.308855291576673,658.7084233261339,0.8665367885471376,0.22975529240534842,0.003258262265165094,0.5033144544715179,-0.8641033271085341,0.22975529240534842,0.003258262265165094,0,0,"(0, 0)",3,658.7084233261339,9.308855291576673
6,491.0,104.38477631085023,0.9520245376368304,0.9264150943396227,46.53052070653889,14.239348962325227,0.010323778921266617,18.81262729124236,679.7026476578411,0.5662614886903089,0.23707800755418246,0.006584748789374295,0.9999467102676984,0.010323595536810093,0.23707800755418246,0.006584748789374295,0,0,"(0, 0)",3,679.7026476578411,18.81262729124236
7,693.0,116.5269119345812,0.9105888193882274,0.9415760869565217,47.859596664926066,19.781014668945353,-0.2472860544910818,18.11111111111111,694.2453102453103,0.6413433911004981,0.24215043956934437,0.006339205849181348,0.9695802934903628,-0.24477347584070866,0.24215043956934437,0.006339205849181348,0,0,"(0, 0)",3,694.2453102453103,18.11111111111111
8,321.0,90.97056274847714,0.9749461229558843,0.9756838905775076,43.598131873397534,9.698017819532865,-1.5448554576296092,3.554517133956386,884.3644859813085,0.4874309860184231,0.3084633714619144,0.0012441432040449375,0.025937959870645885,-0.9996635545210942,0.3084633714619144,0.0012441432040449375,0,0,"(0, 0)",3,884.3644859813085,3.554517133956386
9,488.0,96.87005768508882,0.9328820844564871,0.9625246548323472,42.17948117143853,15.192286571792025,1.4935237485825894,5.993852459016393,961.1844262295082,0.6535074897310271,0.33525790939292227,0.0020979532583186534,0.07719570141233682,0.9970159595931538,0.33525790939292227,0.0020979532583186534,1,0,"(0, 1)",3,961.1844262295082,5.993852459016393
10,569.0,94.18376618407355,0.856302673879089,0.9563025210084034,37.511367675456285,19.37365838437899,1.431379760879221,9.333919156414762,1042.6239015817223,0.8060649268124515,0.363663725699938,0.0032670350564979913,0.1389653651640671,0.9902972418848885,0.363663725699938,0.0032670350564979913,1,0,"(0, 1)",3,1042.6239015817223,9.333919156414762
